P0906	Gate Select Position מעגל A Low	Gate Select Position Circuit A Low
P0907	Gate Select Position מעגל A High	Gate Select Position Circuit A High
P0908	Gate Select Position מעגל A Intermittent	Gate Select Position Circuit A Intermittent
P0909	תקלה P0909 - Gate Select Control Error	Gate Select Control Error
P090A	Clutch B Actuator מעגל בקרה • מעגל פתוח / נתק	Clutch B Actuator Control Circuit/Open
P090B	Clutch B Actuator מעגל בקרה ביצועים לקויים	Clutch B Actuator Control Circuit Performance
P090C	Clutch B Actuator Control מעגל • מתח נמוך	Clutch B Actuator Control Circuit Low
P090D	Clutch B Actuator Control מעגל • מתח גבוה	Clutch B Actuator Control Circuit High
P0910	Gate Select Actuator מעגל • נתק / מעגל פתוח	Gate Select Actuator Circuit/Open
P0911	Gate Select Actuator מעגל • חריגה מטווח / ביצועים לקויים	Gate Select Actuator Circuit Range/Performance
P0912	Gate Select Actuator מעגל • מתח נמוך	Gate Select Actuator Circuit Low
P0913	Gate Select Actuator מעגל • מתח גבוה	Gate Select Actuator Circuit High
P0914	Gear Shift Position מעגל A	Gear Shift Position Circuit A
P0915	Gear Shift Position מעגל A חריגה מטווח תקין / ביצועים לקויים	Gear Shift Position Circuit A Range/Performance
P0916	Gear Shift Position מעגל A Low	Gear Shift Position Circuit A Low
P0917	Gear Shift Position מעגל A High	Gear Shift Position Circuit A High
P0918	Gear Shift Position מעגל A Intermittent	Gear Shift Position Circuit A Intermittent
P0919	תקלה P0919 - Gear Shift Position Control Error	Gear Shift Position Control Error
P091A	Gear Shift Position מעגל B	Gear Shift Position Circuit B
P091B	Gear Shift Position מעגל B חריגה מטווח תקין / ביצועים לקויים	Gear Shift Position Circuit B Range/Performance
P091C	Gear Shift Position מעגל B Low	Gear Shift Position Circuit B Low
P091D	Gear Shift Position מעגל B High	Gear Shift Position Circuit B High
P0920	Gear Shift Forward Actuator מעגל • נתק / מעגל פתוח	Gear Shift Forward Actuator Circuit/Open
P0921	Gear Shift Forward Actuator מעגל • חריגה מטווח / ביצועים לקויים	Gear Shift Forward Actuator Circuit Range/Performance
P0922	Gear Shift Forward Actuator מעגל • מתח נמוך	Gear Shift Forward Actuator Circuit Low
P0923	Gear Shift Forward Actuator מעגל • מתח גבוה	Gear Shift Forward Actuator Circuit High
P0924	Gear Shift Reverse Actuator מעגל • נתק / מעגל פתוח	Gear Shift Reverse Actuator Circuit/Open
P0925	Gear Shift Reverse Actuator מעגל • חריגה מטווח / ביצועים לקויים	Gear Shift Reverse Actuator Circuit Range/Performance
P0926	Gear Shift Reverse Actuator מעגל • מתח נמוך	Gear Shift Reverse Actuator Circuit Low
P0927	Gear Shift Reverse Actuator מעגל • מתח גבוה	Gear Shift Reverse Actuator Circuit High
P0928	Gear Shift Lock Solenoid/Actuator מעגל בקרה A/Open	Gear Shift Lock Solenoid/Actuator Control Circuit A/Open
P0929	Gear Shift Lock Solenoid/Actuator מעגל בקרה A חריגה מטווח תקין / ביצועים לקויים	Gear Shift Lock Solenoid/Actuator Control Circuit A Range/Performance
P092A	Gear Shift Lock Solenoid/Actuator מעגל בקרה B/Open	Gear Shift Lock Solenoid/Actuator Control Circuit B/Open
P092B	Gear Shift Lock Solenoid/Actuator מעגל בקרה B חריגה מטווח תקין / ביצועים לקויים	Gear Shift Lock Solenoid/Actuator Control Circuit B Range/Performance
P092C	Gear Shift Lock Solenoid/Actuator מעגל בקרה B Low	Gear Shift Lock Solenoid/Actuator Control Circuit B Low
P092D	Gear Shift Lock Solenoid/Actuator מעגל בקרה B High	Gear Shift Lock Solenoid/Actuator Control Circuit B High
P0930	Gear Shift Lock Solenoid/Actuator מעגל בקרה A Low	Gear Shift Lock Solenoid/Actuator Control Circuit A Low
P0931	Gear Shift Lock Solenoid/Actuator מעגל בקרה A High	Gear Shift Lock Solenoid/Actuator Control Circuit A High
P0932	Hydraulic Pressure Sensor מעגל	Hydraulic Pressure Sensor Circuit
P0933	Hydraulic Pressure Sensor חריגה מטווח תקין / ביצועים לקויים	Hydraulic Pressure Sensor Range/Performance
P0934	Hydraulic Pressure Sensor מעגל • מתח נמוך	Hydraulic Pressure Sensor Circuit Low
P0935	Hydraulic Pressure Sensor מעגל • מתח גבוה	Hydraulic Pressure Sensor Circuit High
P0936	Hydraulic Pressure Sensor מעגל • תקלה לסירוגין	Hydraulic Pressure Sensor Circuit Intermittent
P0937	Hydraulic Oil Temperature Sensor מעגל	Hydraulic Oil Temperature Sensor Circuit
P0938	Hydraulic Oil Temperature Sensor חריגה מטווח תקין / ביצועים לקויים	Hydraulic Oil Temperature Sensor Range/Performance
P0939	Hydraulic Oil Temperature Sensor מעגל • מתח נמוך	Hydraulic Oil Temperature Sensor Circuit Low
P093A	Hydraulic Accumulator Solenoid מעגל • נתק / מעגל פתוח	Hydraulic Accumulator Solenoid Circuit/Open
P093B	Hydraulic Accumulator Solenoid מעגל • מתח נמוך	Hydraulic Accumulator Solenoid Circuit Low
P093C	Hydraulic Accumulator Solenoid מעגל • מתח גבוה	Hydraulic Accumulator Solenoid Circuit High
P093D	Hydraulic Accumulator Solenoid ביצועים לקויים	Hydraulic Accumulator Solenoid Performance
P0940	Hydraulic Oil Temperature Sensor מעגל • מתח גבוה	Hydraulic Oil Temperature Sensor Circuit High
P0941	Hydraulic Oil Temperature Sensor מעגל • תקלה לסירוגין	Hydraulic Oil Temperature Sensor Circuit Intermittent
P0942	תקלה P0942 - Hydraulic Pressure Unit	Hydraulic Pressure Unit
P0943	תקלה P0943 - Hydraulic Pressure Unit Cycling Period Too Short	Hydraulic Pressure Unit Cycling Period Too Short
P0944	תקלה P0944 - Hydraulic Pressure Unit Loss of Pressure	Hydraulic Pressure Unit Loss of Pressure
P0945	Hydraulic Pump Relay/מעגל בקרה • מעגל פתוח / נתק	Hydraulic Pump Relay/Control Circuit/Open
P0946	Hydraulic Pump Relay/Control מעגל • חריגה מטווח / ביצועים לקויים	Hydraulic Pump Relay/Control Circuit Range/Performance
P0947	Hydraulic Pump Relay/Control מעגל • מתח נמוך	Hydraulic Pump Relay/Control Circuit Low
P0948	Hydraulic Pump Relay/Control מעגל • מתח גבוה	Hydraulic Pump Relay/Control Circuit High
P0949	תקלה P0949 - Auto Shift Manual Adaptive Learning Not Complete	Auto Shift Manual Adaptive Learning Not Complete
P094A	Hydraulic Pump Driver ביצועים לקויים	Hydraulic Pump Driver Performance
P094B	תקלה P094B - Hydraulic Pump Stuck On	Hydraulic Pump Stuck On
P094C	Hydraulic Pump ביצועים לקויים/Stuck Off	Hydraulic Pump Performance/Stuck Off
P094D	תקלה P094D - Hydraulic Pump Over Temperature	Hydraulic Pump Over Temperature
P094E	Hydraulic Pump Supply Voltage מעגל • נתק / מעגל פתוח	Hydraulic Pump Supply Voltage Circuit/Open
P0950	Auto Shift Manual מעגל בקרה	Auto Shift Manual Control Circuit
P0951	Auto Shift Manual Control מעגל • חריגה מטווח / ביצועים לקויים	Auto Shift Manual Control Circuit Range/Performance
P0952	Auto Shift Manual Control מעגל • מתח נמוך	Auto Shift Manual Control Circuit Low
P0953	Auto Shift Manual Control מעגל • מתח גבוה	Auto Shift Manual Control Circuit High
P0954	Auto Shift Manual מעגל בקרה Intermittent	Auto Shift Manual Control Circuit Intermittent
P0955	Auto Shift Manual Mode מעגל	Auto Shift Manual Mode Circuit
P0956	Auto Shift Manual Mode מעגל • חריגה מטווח / ביצועים לקויים	Auto Shift Manual Mode Circuit Range/Performance
P0957	Auto Shift Manual Mode מעגל • מתח נמוך	Auto Shift Manual Mode Circuit Low
P0958	Auto Shift Manual Mode מעגל • מתח גבוה	Auto Shift Manual Mode Circuit High
P0959	Auto Shift Manual Mode מעגל • תקלה לסירוגין	Auto Shift Manual Mode Circuit Intermittent
P095A	Gear Shift Position מעגל C	Gear Shift Position Circuit C
P095B	Gear Shift Position מעגל C חריגה מטווח תקין / ביצועים לקויים	Gear Shift Position Circuit C Range/Performance
P095C	Gear Shift Position מעגל C Low	Gear Shift Position Circuit C Low
P095D	Gear Shift Position מעגל C High	Gear Shift Position Circuit C High
P0960	סולנואיד בקרת לחץ גיר A מעגל בקרה • מעגל פתוח / נתק	Pressure Control Solenoid A Control Circuit/Open
P0961	סולנואיד בקרת לחץ גיר A Control מעגל • חריגה מטווח / ביצועים לקויים	Pressure Control Solenoid A Control Circuit Range/Performance
P0962	סולנואיד בקרת לחץ גיר A Control מעגל • מתח נמוך	Pressure Control Solenoid A Control Circuit Low
P0963	סולנואיד בקרת לחץ גיר A Control מעגל • מתח גבוה	Pressure Control Solenoid A Control Circuit High
P0964	סולנואיד בקרת לחץ גיר B מעגל בקרה • מעגל פתוח / נתק	Pressure Control Solenoid B Control Circuit/Open
P0965	סולנואיד בקרת לחץ גיר B Control מעגל • חריגה מטווח / ביצועים לקויים	Pressure Control Solenoid B Control Circuit Range/Performance
P0966	סולנואיד בקרת לחץ גיר B Control מעגל • מתח נמוך	Pressure Control Solenoid B Control Circuit Low
P0967	סולנואיד בקרת לחץ גיר B Control מעגל • מתח גבוה	Pressure Control Solenoid B Control Circuit High
P0968	סולנואיד בקרת לחץ גיר C מעגל בקרה • מעגל פתוח / נתק	Pressure Control Solenoid C Control Circuit/Open
P0969	סולנואיד בקרת לחץ גיר C Control מעגל • חריגה מטווח / ביצועים לקויים	Pressure Control Solenoid C Control Circuit Range/Performance
P0970	סולנואיד בקרת לחץ גיר C Control מעגל • מתח נמוך	Pressure Control Solenoid C Control Circuit Low
P0971	סולנואיד בקרת לחץ גיר C Control מעגל • מתח גבוה	Pressure Control Solenoid C Control Circuit High
P0972	סולנואיד החלפת הילוך A Control מעגל • חריגה מטווח / ביצועים לקויים	Shift Solenoid A Control Circuit Range/Performance
P0973	סולנואיד החלפת הילוך A Control מעגל • מתח נמוך	Shift Solenoid A Control Circuit Low
P0974	סולנואיד החלפת הילוך A Control מעגל • מתח גבוה	Shift Solenoid A Control Circuit High
P0975	סולנואיד החלפת הילוך B Control מעגל • חריגה מטווח / ביצועים לקויים	Shift Solenoid B Control Circuit Range/Performance
P0976	סולנואיד החלפת הילוך B Control מעגל • מתח נמוך	Shift Solenoid B Control Circuit Low
P0977	סולנואיד החלפת הילוך B Control מעגל • מתח גבוה	Shift Solenoid B Control Circuit High
P0978	סולנואיד החלפת הילוך C Control מעגל • חריגה מטווח / ביצועים לקויים	Shift Solenoid C Control Circuit Range/Performance
P0979	סולנואיד החלפת הילוך C Control מעגל • מתח נמוך	Shift Solenoid C Control Circuit Low
P097A	סולנואיד החלפת הילוך A מעגל בקרה • מעגל פתוח / נתק	Shift Solenoid A Control Circuit/Open
P097B	סולנואיד החלפת הילוך B מעגל בקרה • מעגל פתוח / נתק	Shift Solenoid B Control Circuit/Open
P097C	סולנואיד החלפת הילוך C מעגל בקרה • מעגל פתוח / נתק	Shift Solenoid C Control Circuit/Open
P097D	סולנואיד החלפת הילוך D מעגל בקרה • מעגל פתוח / נתק	Shift Solenoid D Control Circuit/Open
P097E	סולנואיד החלפת הילוך E מעגל בקרה • מעגל פתוח / נתק	Shift Solenoid E Control Circuit/Open
P097F	סולנואיד החלפת הילוך F מעגל בקרה • מעגל פתוח / נתק	Shift Solenoid F Control Circuit/Open
P0980	סולנואיד החלפת הילוך C Control מעגל • מתח גבוה	Shift Solenoid C Control Circuit High
P0981	סולנואיד החלפת הילוך D Control מעגל • חריגה מטווח / ביצועים לקויים	Shift Solenoid D Control Circuit Range/Performance
P0982	סולנואיד החלפת הילוך D Control מעגל • מתח נמוך	Shift Solenoid D Control Circuit Low
P0983	סולנואיד החלפת הילוך D Control מעגל • מתח גבוה	Shift Solenoid D Control Circuit High
P0984	סולנואיד החלפת הילוך E Control מעגל • חריגה מטווח / ביצועים לקויים	Shift Solenoid E Control Circuit Range/Performance
P0985	סולנואיד החלפת הילוך E Control מעגל • מתח נמוך	Shift Solenoid E Control Circuit Low
P0986	סולנואיד החלפת הילוך E Control מעגל • מתח גבוה	Shift Solenoid E Control Circuit High
P0987	חיישן לחץ נוזל תמסורת/Switch E מעגל	Transmission Fluid Pressure Sensor/Switch E Circuit
P0988	חיישן לחץ נוזל תמסורת/Switch E מעגל • חריגה מטווח / ביצועים לקויים	Transmission Fluid Pressure Sensor/Switch E Circuit Range/Performance
P0989	חיישן לחץ נוזל תמסורת/Switch E מעגל • מתח נמוך	Transmission Fluid Pressure Sensor/Switch E Circuit Low
P0990	חיישן לחץ נוזל תמסורת/Switch E מעגל • מתח גבוה	Transmission Fluid Pressure Sensor/Switch E Circuit High
P0991	חיישן לחץ נוזל תמסורת/Switch E מעגל • תקלה לסירוגין	Transmission Fluid Pressure Sensor/Switch E Circuit Intermittent
P0992	חיישן לחץ נוזל תמסורת/Switch F מעגל	Transmission Fluid Pressure Sensor/Switch F Circuit
P0993	חיישן לחץ נוזל תמסורת/Switch F מעגל • חריגה מטווח / ביצועים לקויים	Transmission Fluid Pressure Sensor/Switch F Circuit Range/Performance
P0994	חיישן לחץ נוזל תמסורת/Switch F מעגל • מתח נמוך	Transmission Fluid Pressure Sensor/Switch F Circuit Low
P0995	חיישן לחץ נוזל תמסורת/Switch F מעגל • מתח גבוה	Transmission Fluid Pressure Sensor/Switch F Circuit High
P0996	חיישן לחץ נוזל תמסורת/Switch F מעגל • תקלה לסירוגין	Transmission Fluid Pressure Sensor/Switch F Circuit Intermittent
P0997	סולנואיד החלפת הילוך F Control מעגל • חריגה מטווח / ביצועים לקויים	Shift Solenoid F Control Circuit Range/Performance
P0998	סולנואיד החלפת הילוך F Control מעגל • מתח נמוך	Shift Solenoid F Control Circuit Low
P0999	סולנואיד החלפת הילוך F Control מעגל • מתח גבוה	Shift Solenoid F Control Circuit High
P099A	סולנואיד החלפת הילוך G Control מעגל • חריגה מטווח / ביצועים לקויים	Shift Solenoid G Control Circuit Range/Performance
P099B	סולנואיד החלפת הילוך G Control מעגל • מתח נמוך	Shift Solenoid G Control Circuit Low
P099C	סולנואיד החלפת הילוך G Control מעגל • מתח גבוה	Shift Solenoid G Control Circuit High
P099D	סולנואיד החלפת הילוך H Control מעגל • חריגה מטווח / ביצועים לקויים	Shift Solenoid H Control Circuit Range/Performance
P099E	סולנואיד החלפת הילוך H Control מעגל • מתח נמוך	Shift Solenoid H Control Circuit Low
P099F	סולנואיד החלפת הילוך H Control מעגל • מתח גבוה	Shift Solenoid H Control Circuit High
P09A0	סולנואיד החלפת הילוך G מעגל בקרה • מעגל פתוח / נתק	Shift Solenoid G Control Circuit/Open
P09A1	סולנואיד החלפת הילוך H מעגל בקרה • מעגל פתוח / נתק	Shift Solenoid H Control Circuit/Open
P09A2	Gate Select Position מעגל B	Gate Select Position Circuit B
P09A3	Gate Select Position מעגל B חריגה מטווח תקין / ביצועים לקויים	Gate Select Position Circuit B Range/Performance
P09A4	Gate Select Position מעגל B Low	Gate Select Position Circuit B Low
P09A5	Gate Select Position מעגל B High	Gate Select Position Circuit B High
P09A6	Gate Select Position מעגל C	Gate Select Position Circuit C
P09A7	Gate Select Position מעגל C חריגה מטווח תקין / ביצועים לקויים	Gate Select Position Circuit C Range/Performance
P09A8	Gate Select Position מעגל C Low	Gate Select Position Circuit C Low
P09A9	Gate Select Position מעגל C High	Gate Select Position Circuit C High
P0A00	Motor Electronics טמפרטורת נוזל קירור Sensor A מעגל	Motor Electronics Coolant Temperature Sensor A Circuit
P0A01	Motor Electronics טמפרטורת נוזל קירור Sensor A מעגל • חריגה מטווח / ביצועים לקויים	Motor Electronics Coolant Temperature Sensor A Circuit Range/Performance
P0A02	Motor Electronics טמפרטורת נוזל קירור Sensor A מעגל • מתח נמוך	Motor Electronics Coolant Temperature Sensor A Circuit Low
P0A03	Motor Electronics טמפרטורת נוזל קירור Sensor A מעגל • מתח גבוה	Motor Electronics Coolant Temperature Sensor A Circuit High
P0A04	Motor Electronics טמפרטורת נוזל קירור Sensor A מעגל • תקלה לסירוגין	Motor Electronics Coolant Temperature Sensor A Circuit Intermittent
P0A05	Motor Electronics Coolant Pump A מעגל בקרה • מעגל פתוח / נתק	Motor Electronics Coolant Pump A Control Circuit/Open
P0A06	Motor Electronics Coolant Pump A Control מעגל • מתח נמוך	Motor Electronics Coolant Pump A Control Circuit Low
P0A07	Motor Electronics Coolant Pump A Control מעגל • מתח גבוה	Motor Electronics Coolant Pump A Control Circuit High
P0A08	DC/DC Converter Status מעגל	DC/DC Converter Status Circuit
P0A09	DC/DC Converter Status מעגל • מתח נמוך	DC/DC Converter Status Circuit Low
P0A0A	מתח גבוה (HV) System Interlock מעגל A	High Voltage System Interlock Circuit A
P0A0B	מתח גבוה (HV) System Interlock מעגל A ביצועים לקויים	High Voltage System Interlock Circuit A Performance
P0A0C	מתח גבוה (HV) System Interlock מעגל A Low	High Voltage System Interlock Circuit A Low
P0A0D	מתח גבוה (HV) System Interlock מעגל A High	High Voltage System Interlock Circuit A High
P0A0E	מתח גבוה (HV) System Interlock מעגל A Intermittent	High Voltage System Interlock Circuit A Intermittent
P0A0F	תקלה P0A0F - Engine Failed to Start	Engine Failed to Start
P0A10	DC/DC Converter Status מעגל • מתח גבוה	DC/DC Converter Status Circuit High
P0A11	DC/DC Converter Enable מעגל • נתק / מעגל פתוח	DC/DC Converter Enable Circuit/Open
P0A12	DC/DC Converter Enable מעגל • מתח נמוך	DC/DC Converter Enable Circuit Low
P0A13	DC/DC Converter Enable מעגל • מתח גבוה	DC/DC Converter Enable Circuit High
P0A14	Engine Mount A מעגל בקרה • מעגל פתוח / נתק	Engine Mount A Control Circuit/Open
P0A15	Engine Mount A Control מעגל • מתח נמוך	Engine Mount A Control Circuit Low
P0A16	Engine Mount A Control מעגל • מתח גבוה	Engine Mount A Control Circuit High
P0A17	Motor Torque Sensor מעגל	Motor Torque Sensor Circuit
P0A18	Motor Torque Sensor מעגל • חריגה מטווח / ביצועים לקויים	Motor Torque Sensor Circuit Range/Performance
P0A19	Motor Torque Sensor מעגל • מתח נמוך	Motor Torque Sensor Circuit Low
P0A1A	גנרטור / מחולל מודול בקרה	Generator Control Module
P0A1B	Drive Motor A מודול בקרה ביצועים לקויים	Drive Motor A Control Module Performance
P0A1C	Drive Motor B מודול בקרה ביצועים לקויים	Drive Motor B Control Module Performance
P0A1D	Hybrid/EV מחשב ניהול מנוע (PCM) A	Hybrid/EV Powertrain Control Module A
P0A1E	Starter/גנרטור / מחולל מודול בקרה	Starter/Generator Control Module
P0A1F	Battery Energy מודול בקרה A ביצועים לקויים	Battery Energy Control Module A Performance
P0A20	Motor Torque Sensor מעגל • מתח גבוה	Motor Torque Sensor Circuit High
P0A21	Motor Torque Sensor מעגל • תקלה לסירוגין	Motor Torque Sensor Circuit Intermittent
P0A22	גנרטור / מחולל Torque Sensor מעגל	Generator Torque Sensor Circuit
P0A23	גנרטור / מחולל Torque Sensor מעגל • חריגה מטווח / ביצועים לקויים	Generator Torque Sensor Circuit Range/Performance
P0A24	גנרטור / מחולל Torque Sensor מעגל • מתח נמוך	Generator Torque Sensor Circuit Low
P0A25	גנרטור / מחולל Torque Sensor מעגל • מתח גבוה	Generator Torque Sensor Circuit High
P0A26	גנרטור / מחולל Torque Sensor מעגל • תקלה לסירוגין	Generator Torque Sensor Circuit Intermittent
P0A27	Hybrid/EV Battery Power Off מעגל	Hybrid/EV Battery Power Off Circuit
P0A28	Hybrid/EV Battery Power Off מעגל • מתח נמוך	Hybrid/EV Battery Power Off Circuit Low
P0A29	Hybrid/EV Battery Power Off מעגל • מתח גבוה	Hybrid/EV Battery Power Off Circuit High
P0A2A	Drive Motor A Temperature Sensor A מעגל	Drive Motor A Temperature Sensor A Circuit
P0A2B	Drive Motor A Temperature Sensor A מעגל • חריגה מטווח / ביצועים לקויים	Drive Motor A Temperature Sensor A Circuit Range/Performance
P0A2C	Drive Motor A Temperature Sensor A מעגל • מתח נמוך	Drive Motor A Temperature Sensor A Circuit Low
P0A2D	Drive Motor A Temperature Sensor A מעגל • מתח גבוה	Drive Motor A Temperature Sensor A Circuit High
P0A2E	Drive Motor A Temperature Sensor A מעגל • תקלה לסירוגין	Drive Motor A Temperature Sensor A Circuit Intermittent
P0A2F	תקלה P0A2F - Drive Motor A Over Temperature	Drive Motor A Over Temperature
P0A30	Drive Motor B Temperature Sensor מעגל	Drive Motor B Temperature Sensor Circuit
P0A31	Drive Motor B Temperature Sensor מעגל • חריגה מטווח / ביצועים לקויים	Drive Motor B Temperature Sensor Circuit Range/Performance
P0A32	Drive Motor B Temperature Sensor מעגל • מתח נמוך	Drive Motor B Temperature Sensor Circuit Low
P0A33	Drive Motor B Temperature Sensor מעגל • מתח גבוה	Drive Motor B Temperature Sensor Circuit High
P0A34	Drive Motor B Temperature Sensor מעגל • תקלה לסירוגין	Drive Motor B Temperature Sensor Circuit Intermittent
P0A35	תקלה P0A35 - Drive Motor B Over Temperature	Drive Motor B Over Temperature
P0A36	גנרטור / מחולל Temperature Sensor מעגל	Generator Temperature Sensor Circuit
P0A37	גנרטור / מחולל Temperature Sensor מעגל • חריגה מטווח / ביצועים לקויים	Generator Temperature Sensor Circuit Range/Performance
P0A38	גנרטור / מחולל Temperature Sensor מעגל • מתח נמוך	Generator Temperature Sensor Circuit Low
P0A39	גנרטור / מחולל Temperature Sensor מעגל • מתח גבוה	Generator Temperature Sensor Circuit High
P0A3A	גנרטור / מחולל Temperature Sensor מעגל • תקלה לסירוגין	Generator Temperature Sensor Circuit Intermittent
P0A3B	גנרטור / מחולל A Over Temperature	Generator A Over Temperature
P0A3C	Drive Motor A ממיר מתח (אינוורטר) Over Temperature	Drive Motor A Inverter Over Temperature
P0A3D	Drive Motor B ממיר מתח (אינוורטר) Over Temperature	Drive Motor B Inverter Over Temperature
P0A3E	גנרטור / מחולל ממיר מתח (אינוורטר) Over Temperature	Generator Inverter Over Temperature
P0A3F	Drive Motor A Position Sensor מעגל	Drive Motor A Position Sensor Circuit
P0A40	Drive Motor A Position Sensor מעגל • חריגה מטווח / ביצועים לקויים	Drive Motor A Position Sensor Circuit Range/Performance
P0A41	Drive Motor A Position Sensor מעגל • מתח נמוך	Drive Motor A Position Sensor Circuit Low
P0A42	Drive Motor A Position Sensor מעגל • מתח גבוה	Drive Motor A Position Sensor Circuit High
P0A43	Drive Motor A Position Sensor מעגל • תקלה לסירוגין	Drive Motor A Position Sensor Circuit Intermittent
P0A44	Drive Motor A Position Sensor מעגל Overspeed	Drive Motor A Position Sensor Circuit Overspeed
P0A45	Drive Motor B Position Sensor מעגל	Drive Motor B Position Sensor Circuit
P0A46	Drive Motor B Position Sensor מעגל • חריגה מטווח / ביצועים לקויים	Drive Motor B Position Sensor Circuit Range/Performance
P0A47	Drive Motor B Position Sensor מעגל • מתח נמוך	Drive Motor B Position Sensor Circuit Low
P0A48	Drive Motor B Position Sensor מעגל • מתח גבוה	Drive Motor B Position Sensor Circuit High
P0A49	Drive Motor B Position Sensor מעגל • תקלה לסירוגין	Drive Motor B Position Sensor Circuit Intermittent
P0A4A	Drive Motor B Position Sensor מעגל Overspeed	Drive Motor B Position Sensor Circuit Overspeed
P0A4B	גנרטור / מחולל Position Sensor מעגל	Generator Position Sensor Circuit
P0A4C	גנרטור / מחולל Position Sensor מעגל • חריגה מטווח / ביצועים לקויים	Generator Position Sensor Circuit Range/Performance
P0A4D	גנרטור / מחולל Position Sensor מעגל • מתח נמוך	Generator Position Sensor Circuit Low
P0A4E	גנרטור / מחולל Position Sensor מעגל • מתח גבוה	Generator Position Sensor Circuit High
P0A4F	גנרטור / מחולל Position Sensor מעגל • תקלה לסירוגין	Generator Position Sensor Circuit Intermittent
P0A50	גנרטור / מחולל Position Sensor מעגל Overspeed	Generator Position Sensor Circuit Overspeed
P0A51	Drive Motor A Current Sensor מעגל	Drive Motor A Current Sensor Circuit
P0A52	Drive Motor A Current Sensor מעגל • חריגה מטווח / ביצועים לקויים	Drive Motor A Current Sensor Circuit Range/Performance
P0A53	Drive Motor A Current Sensor מעגל • מתח נמוך	Drive Motor A Current Sensor Circuit Low
P0A54	Drive Motor A Current Sensor מעגל • מתח גבוה	Drive Motor A Current Sensor Circuit High
P0A55	Drive Motor B Current Sensor מעגל	Drive Motor B Current Sensor Circuit
P0A56	Drive Motor B Current Sensor מעגל • חריגה מטווח / ביצועים לקויים	Drive Motor B Current Sensor Circuit Range/Performance
P0A57	Drive Motor B Current Sensor מעגל • מתח נמוך	Drive Motor B Current Sensor Circuit Low
P0A58	Drive Motor B Current Sensor מעגל • מתח גבוה	Drive Motor B Current Sensor Circuit High
P0A59	גנרטור / מחולל Current Sensor מעגל	Generator Current Sensor Circuit
P0A5A	גנרטור / מחולל Current Sensor מעגל • חריגה מטווח / ביצועים לקויים	Generator Current Sensor Circuit Range/Performance
P0A5B	גנרטור / מחולל Current Sensor מעגל • מתח נמוך	Generator Current Sensor Circuit Low
P0A5C	גנרטור / מחולל Current Sensor מעגל • מתח גבוה	Generator Current Sensor Circuit High
P0A5D	תקלה P0A5D - Drive Motor A Phase U Current	Drive Motor A Phase U Current
P0A5E	תקלה P0A5E - Drive Motor A Phase U Current Low	Drive Motor A Phase U Current Low
P0A5F	תקלה P0A5F - Drive Motor A Phase U Current High	Drive Motor A Phase U Current High
P0A60	תקלה P0A60 - Drive Motor A Phase V Current	Drive Motor A Phase V Current
P0A61	תקלה P0A61 - Drive Motor A Phase V Current Low	Drive Motor A Phase V Current Low
P0A62	תקלה P0A62 - Drive Motor A Phase V Current High	Drive Motor A Phase V Current High
P0A63	תקלה P0A63 - Drive Motor A Phase W Current	Drive Motor A Phase W Current
P0A64	תקלה P0A64 - Drive Motor A Phase W Current Low	Drive Motor A Phase W Current Low
P0A65	תקלה P0A65 - Drive Motor A Phase W Current High	Drive Motor A Phase W Current High
P0A66	תקלה P0A66 - Drive Motor B Phase U Current	Drive Motor B Phase U Current
P0A67	תקלה P0A67 - Drive Motor B Phase U Current Low	Drive Motor B Phase U Current Low
P0A68	תקלה P0A68 - Drive Motor B Phase U Current High	Drive Motor B Phase U Current High
P0A69	תקלה P0A69 - Drive Motor B Phase V Current	Drive Motor B Phase V Current
P0A6A	תקלה P0A6A - Drive Motor B Phase V Current Low	Drive Motor B Phase V Current Low
P0A6B	תקלה P0A6B - Drive Motor B Phase V Current High	Drive Motor B Phase V Current High
P0A6C	תקלה P0A6C - Drive Motor B Phase W Current	Drive Motor B Phase W Current
P0A6D	תקלה P0A6D - Drive Motor B Phase W Current Low	Drive Motor B Phase W Current Low
P0A6E	תקלה P0A6E - Drive Motor B Phase W Current High	Drive Motor B Phase W Current High
P0A6F	גנרטור / מחולל Phase U Current	Generator Phase U Current
P0A70	גנרטור / מחולל Phase U Current Low	Generator Phase U Current Low
P0A71	גנרטור / מחולל Phase U Current High	Generator Phase U Current High
P0A72	גנרטור / מחולל Phase V Current	Generator Phase V Current
P0A73	גנרטור / מחולל Phase V Current Low	Generator Phase V Current Low
P0A74	גנרטור / מחולל Phase V Current High	Generator Phase V Current High
P0A75	גנרטור / מחולל Phase W Current	Generator Phase W Current
P0A76	גנרטור / מחולל Phase W Current Low	Generator Phase W Current Low
P0A77	גנרטור / מחולל Phase W Current High	Generator Phase W Current High
P0A78	Drive Motor A ממיר מתח (אינוורטר) ביצועים לקויים	Drive Motor A Inverter Performance
P0A79	Drive Motor B ממיר מתח (אינוורטר) ביצועים לקויים	Drive Motor B Inverter Performance
P0A7A	גנרטור / מחולל ממיר מתח (אינוורטר) ביצועים לקויים	Generator Inverter Performance
P0A7B	Battery Energy מודול בקרה Requested MIL Illumination	Battery Energy Control Module Requested MIL Illumination
P0A7C	תקלה P0A7C - Motor Electronics Over Temperature	Motor Electronics Over Temperature
P0A7D	תקלה P0A7D - Hybrid/EV Battery Pack State of Charge Low	Hybrid/EV Battery Pack State of Charge Low
